,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1
1038,0.54,131742.21,-6056.13,815.19,9.64,2.17,-1,0,-3,17,0
1039,2.79,267182.18,-142960.89,0,142.96,1.08,3,0,1,11,0
1040,13.01,1322864.47,96685.2,19300.45,-116.59,2.92,3,1,1,21,0
1041,2.53,495518.21,-3853.58,1650.29,2.65,7,-1,0,-3,21,1
1042,5.25,294145.93,-105145.96,222409.2633,52.57,2.08,3,-2,1,-4,0
1043,0.81,158342.5,-1348.03,566.7,0.93,1.42,-1,0,-3,12,0
1044,8.74,888867.36,-94652.66,1721.015,114.14,1.83,3,0,1,18,0
1045,5.37,546447.25,-36670.35,1179.795,44.22,7.08,3,0,1,12,0
1046,4.52,432346.74,4211.51,561.865,-4.21,6.92,3,0,1,15,1
1047,7.13,1397244.68,-436808.48,0,300.01,5.58,3,0,1,13,1
1048,8.57,3415475.19,92771.87,61801.175,-154.62,10.92,3,0,1,12,0
1049,5.08,516485.64,-269.99,3203.88,0.33,1.17,3,0,1,12,0
1050,4.84,1930105.86,389646.89,3309.71,-649.41,1.83,3,0,1,12,0
1051,1.35,329637.17,-93775.71,0,149.35,8.5,3,0,1,33,1
1052,74.01,18126609.67,155722.78,21263,-248,3.17,3,1,1,17,0
1053,0.36,87120.9,-7726.53,1143.08,12.31,5,-1,0,-3,21,1
1054,0.31,31505.87,-21785.13,4046.67,26.27,5.25,-1,0,-3,21,0
1055,8.95,910102.53,13389.85,980.8,-16.15,4.42,3,0,1,18,0
1056,6.38,1561512.37,23751.22,15584.81,-37.83,1.08,-1,1,-3,13,0
1057,138.09,19430837.21,713054.47,148885.78,-699.07,5.25,3,0,1,21,0
1058,3.29,334259.37,-7223.15,7670.115,8.71,3,3,1,1,17,0
1059,6.45,1580530.93,-106371.73,0,169.41,1.08,3,0,1,9,0
1060,31.64,7748858.47,116734.82,127221,-185.91,10.75,3,1,1,21,0
1061,6.92,974371.72,124206.12,886.28,-121.77,1.67,3,1,1,10,0
1062,0.63,153652.14,-75173.45,382.66,119.72,9.33,3,0,1,17,1
1063,49665.86162,16523791.02,-1881449.14,3554.475,2996.39,4.17,3,0,1,18,0
1064,4.16,584772.15,8177.93,0,-8.02,5.42,3,0,1,33,1
1065,6.31,354017.95,-13913.44,59.81,6.96,3.17,3,0,1,20,0
1066,12.03,1223177.16,-2375.6,5802.395,2.86,2.92,3,0,1,18,0
1067,10.56,1073853,-865537.87,11959.98,1043.76,4.92,3,0,1,15,1
1068,8.64,1694313.02,729255.98,11920.005,-500.88,4.08,3,0,1,21,1
1069,1.04,105643.14,-398018.37,12020.895,479.97,6.33,3,0,1,27,1
1070,2.61,638772.12,-117964.99,0,187.87,3.25,3,0,1,21,0
1071,49665.86162,16523791.02,-162046.38,0,258.07,2.92,3,0,1,33,0
1072,11.95,1681421.22,15852.51,9194.64,-15.54,4.58,3,1,1,17,1
1073,1.05,419923.69,45378.14,16864.03,-75.63,4.92,3,0,1,21,1
1074,1.65,92317.92,-137935.26,222409.2633,68.97,3.75,3,-2,1,-4,1
1075,49665.86162,16523791.02,-28393.6,0,14.2,9.08,3,0,1,21,1
1076,24.33,5959170.19,167241.71,27987.43,-266.35,2.67,3,1,1,21,0
1077,66.36,16254187.91,-5084.24,2960.525,8.1,8,-1,0,-3,17,1
1078,8.19,1606204.54,-1903.04,22056.335,1.31,1.33,-1,0,-3,15,0
1079,5.69,1393442.34,-335527.89,9295.89,534.36,2.83,3,0,1,15,0
1080,1.27,128712.9,-139332.42,0,168.02,6.17,-1,0,-3,43,1
1081,2528.49,619294438.7,23169839.56,1520868.47,-36900.23,6.83,3,1,1,18,0
1082,2.69,151060.06,-80990.11,222409.2633,40.5,4.67,3,-2,1,-4,1
1083,125.13,17606774.14,33534.4,543348.095,-32.88,12.33,3,1,1,17,0
1084,49665.86162,16523791.02,-11807,0,18.8,16.25,3,0,1,29,0
1085,0.03,5042.71,-65261.25,54.395,44.82,6.75,-1,0,-3,15,0
1086,0.34,47778.22,1064,0,-1.04,2.83,3,0,1,31,0
1087,25.22,4944692.45,269427.87,92398.735,-185.05,4.17,-1,1,-3,15,1
1088,0.19,77184.35,-860.53,1461.5,1.43,2.83,-1,0,-3,18,0
1089,56.9,8006069.2,-119714.29,189853.045,117.37,2.58,3,1,1,18,0
1090,0.37,73302.83,-10547.05,222409.2633,7.24,2.67,3,-2,1,-4,0
1091,9.7,5372879.31,137315.24,0,137315.24,4.08,3,0,1,20,1
1092,49665.86162,16523791.02,-134261.92,13131.035,92.22,8.67,3,0,1,21,0
1093,0.53,53900,-361.11,222409.2633,0.44,1.5,3,-2,1,-4,0
1094,0.11,26695.3,-82136.07,222409.2633,130.81,3.25,3,-2,1,-4,0
1095,1.25,305761.44,-18864.14,0,30.04,4.67,3,0,1,21,1
1096,9.33,2285346.52,-599.76,76214.31,0.96,2.83,-1,0,-3,15,0
1097,4.03,789251.91,74453.67,1314.95,-51.14,3.33,3,0,1,13,0
1098,88.74,21733942.01,-445776.18,170767.82,709.94,23,3,1,1,18,1
1099,49665.86162,16523791.02,-21528.81,0,25.96,21.67,3,0,1,35,1
1100,37,9061877.86,-13802.33,56277.05,21.98,6.75,-1,1,-3,15,1
1101,0.72,288646.61,-98690.71,4145.27,164.48,2.5,3,1,1,20,0
1102,33.46,4707525.38,760463.89,58089.6,-745.55,5.5,3,0,1,21,0
1103,6.29,639603.95,-12378.45,222409.2633,14.93,3.5,3,-2,1,-4,0
1104,8.72,1708726.27,-43590.13,41581.59,29.94,5.25,3,1,1,16,1
1105,2.15,420514.07,-6790.41,962.705,4.66,2.33,3,0,1,19,0
1106,31.16,7632492.03,197093.37,8355.86,-313.89,2.75,3,0,1,21,0
1107,6.72,1644750.84,-1282.64,9445.14,2.04,4.33,3,1,1,16,1
1108,5.72,581544.56,-6282.37,1544.645,7.58,2.5,3,0,1,21,0
1109,14.95,3660686.53,-22079.29,6910.875,35.16,18.17,3,1,1,18,0
1110,1896.51,12934197.18,-3620455.32,2569.04,-3620455.32,4.5,3,0,1,15,0
1111,107.85,21143238.48,324486.43,341047,-222.87,7.42,3,1,1,17,1
1112,0.47,262641.8,7268.83,326.795,7268.83,2.17,-1,0,-3,18,0
1113,3.28,1816407.69,-114045.72,10274.18,-114045.72,10.33,3,1,1,17,1
1114,2.31,566149.87,-1601.32,3632.04,2.55,1.83,3,0,1,18,0
1115,0.81,113680.19,-606556.49,23782.11,594.66,3.75,3,0,1,21,0
1116,20.7,8252445.76,-3154.19,26037.345,5.26,6.25,3,1,1,21,1
1117,1.39,554631.71,-286569.32,2219.975,477.62,4.42,-1,0,-3,12,1
1118,5.13,2044071.44,9981.46,15786.41,-16.64,4.08,-1,0,-3,24,1
1119,49665.86162,16523791.02,-61516.57,222409.2633,42.25,5.58,3,-2,1,-4,1
1120,17.34,4248230.95,17818.95,78080.135,-28.38,11.08,3,1,1,17,1
1121,1.36,138613.86,-24623.11,0,29.69,7.25,3,0,1,32,1
1122,3.06,750653.47,-1302.98,222409.2633,2.08,1.33,3,-2,1,-4,0
1123,334.5,47067257.64,2205326.41,252988.135,-2162.08,5.75,3,1,1,18,1
1124,119.75,32701929.85,2215019.58,514224.88,2215019.58,18.75,3,1,1,18,1
1125,68.46,37916514.95,921923.55,1094112.555,921923.55,17.25,3,1,1,17,1
1126,220.52,43230557.99,2450708.94,1985848.47,-1683.23,10.33,3,1,1,18,1
1127,111.74,22127614.22,1799764.59,400119.23,-2747.54,11.58,3,1,1,17,1
1128,43.99,24363858.28,666529.78,282193.225,666529.78,19.83,3,1,1,21,1
1129,21.93,5370832.6,383898.49,39382.06,-611.4,16.58,3,0,1,18,1
1130,40.04,5633719.57,100877.74,476460.285,-98.9,4.42,3,1,1,14,1
1131,20.28,2853795.27,1048866.12,108648.55,-1028.3,17.33,3,1,1,17,1
1132,89.42,12581831.76,129197.55,423991.845,-126.66,20.08,3,0,1,21,0
1133,5.84,3235107.04,-748495.99,108943.205,-748495.99,9.17,3,1,1,18,0
1134,32.26,7900354.73,3695754.83,359099.555,-5885.85,10.33,-1,1,-3,18,1
1135,0.08,19443.69,-297624.78,0,474,1.33,3,0,1,9,0
1136,22.45,5499362.81,272677.68,20560.59,-434.27,1.92,-1,0,-3,15,0
1137,0.67,164159.29,71721.05,1322.48,-114.22,2.67,3,0,1,14,0
1138,1.57,626640.96,-18429.27,2185.185,30.72,2.58,-1,0,-3,16,0
1139,0.32,17821.78,-775.78,222409.2633,0.39,0.75,3,-2,1,-4,0
1140,9.25,940729.94,-7001.77,7428.345,8.44,5.42,-1,0,-3,18,1
1141,6.67,1307947.79,11648.07,1134.855,-8,9.25,3,1,1,15,1
1142,35.19,8617946.64,148520.64,6324.285,-236.53,9.42,3,1,1,17,0
1143,4.93,472150.58,-1671.93,9869.695,1.67,1.83,3,0,1,21,0
1144,12.71,712301.27,9667.49,5287.715,-4.83,7.92,-1,0,-3,21,0
1145,4.93,33650,-26350,0,-26350,2.75,3,0,1,27,0
1146,99.66,24410130.06,219735.72,157196.125,-349.95,3.25,3,1,1,21,0
1147,1.57,221245.28,-12066.12,1567.955,11.83,18.92,3,0,1,21,1
1148,1.94,273144,-8791.99,0,8.62,6.17,-1,0,-3,33,1
1149,36.49,2045611.47,-239765.93,42248.05,119.88,2.75,3,0,1,21,0
1150,242.11,59298794.29,6727399.25,726253.225,-10714.04,4.83,3,1,1,18,1
1151,4.74,1161694.97,-222461.39,47136.83,354.29,9.75,3,1,1,17,1
1152,3.82,214236.63,-124267.84,0,62.13,5.33,3,0,1,33,1
1153,3.99,406132.19,11590.81,0,-13.98,4.42,3,0,1,21,1
1154,1.53,610769.47,-15450.43,142442.61,25.75,3.08,3,1,1,17,0
1155,0.95,524619.19,1695.28,6889.69,1695.28,5.17,3,0,1,21,1
1156,8.65,2117653.14,4878.58,15952.955,-7.77,1.83,-1,0,-3,18,0
1157,1.18,231112.11,-471678.72,0,323.96,4.25,3,0,1,21,0
1158,6.9,386955.32,55856.27,222409.2633,-27.93,6.25,3,-2,1,-4,1
1159,6484.48,1588220115,-20500759.48,1544028.635,32649.46,10.75,3,1,1,18,0
1160,1.31,183628.16,128061.25,633.015,-125.55,7.08,3,0,1,18,1
1161,14257.42,14257.42,-6820,222409.2633,-6820,1.25,3,-2,1,-4,0
1162,3.16,773550.65,-10619.69,9731.205,16.91,5.83,3,0,1,18,1
1163,49665.86162,16523791.02,-37067.19,0,18.53,4.67,3,0,1,40,1
1164,3.04,744175.93,-2704.77,13.86,4.31,2.83,3,1,1,9,0
1165,0.07,17613.27,-152698.55,222409.2633,243.19,1.25,3,-2,1,-4,0
1166,4.94,1210800.58,31997.21,20087.235,-50.96,3.33,3,0,1,16,0
1167,49665.86162,16523791.02,-5094.39,0,8.11,23.08,3,0,1,42,1
1168,15.65,1429955.53,203339.6,13644.5,-192.86,3.17,-1,0,-3,15,0
1169,12.09,677769.46,-181222.77,376.24,90.61,2.08,3,0,1,15,0
1170,6.35,893020.84,-897374.26,31139.43,879.78,1.92,-1,0,-3,20,0
1171,23.01,9174311.93,497154.82,0,-828.59,6.08,3,0,1,18,1
1172,6.88,699552.1,-4358.71,22440.115,5.26,25.17,3,1,1,16,1
1173,40.95,10028522.1,53025.08,7435.135,-84.45,2.25,3,1,1,21,0
1174,43.01,23823512.34,-2725849.41,766185.905,-2725849.41,17.42,3,1,1,20,0
1175,2707.91,259169338,-42903964.26,6426688.55,42903.96,9,3,1,1,21,0
1176,40.31,9873043.24,-2225.5,3841.18,3.54,4.67,3,1,1,15,1
1177,0.86,342974.5,7803.87,4074.755,-13.01,1.67,3,0,1,15,0
1178,0.32,62672.64,-143353.82,1713.465,98.46,2,3,0,1,15,0
1179,13.87,1951656.35,123674.67,88336.155,-121.25,7.42,3,1,1,17,1
1180,4.94,276944.33,5228.84,5103.64,-2.61,1.67,3,1,1,14,0
1181,0.95,378602.22,-38643.73,222409.2633,64.41,7.08,3,-2,1,-4,0
1182,6.98,2785131.06,655232.38,129746.975,-1092.05,2.58,3,1,1,17,0
1183,142.92,28017624.44,-1266941.6,7795.16,870.18,3.08,3,0,1,15,0
1184,2.92,1165604.12,-38103.88,26813.08,63.51,2.83,3,0,1,18,0
1185,1.11,217220.39,-154148.56,0,105.87,11.75,3,0,1,21,0
1186,49665.86162,16523791.02,829048.9088,0,10191.70409,7.25,3,0,1,44,1
1187,3.55,498929.6,12034.88,1291.045,-11.8,4.33,3,1,1,18,0
1188,0.01,3575.23,-333173.43,570.87,530.61,28.17,3,1,1,21,1
1189,10.91,4348878.27,44970.24,56044.705,-74.95,3.83,-1,0,-3,18,0
1190,0.03,17930.51,-98983.74,222409.2633,-98983.74,2.25,3,-2,1,-4,0
1191,8.01,1570279.65,26638.54,27707.905,-18.3,7,3,1,1,17,0
1192,49665.86162,16523791.02,-15509.18,2699.535,24.7,11.5,3,0,1,33,1
1193,22.29,4370528.35,597946.76,64244.93,-410.69,5.92,3,0,1,21,1
1194,12,6646406.9,-308756.84,69484.915,-308756.84,19.75,3,1,1,18,0
1195,620.23,87271172.43,917015.21,6089.33,-899.03,16.58,3,0,1,18,0
1196,53.66,5135649.31,-683474.95,237106.53,683.47,14.75,3,0,1,42,1
1197,8.52,2086959.16,29090.15,10218.48,-46.33,10.42,3,1,1,21,0
1198,1.33,324911.5,-124815.91,9548.39,198.78,5,3,0,1,21,0
1199,0.64,125509.9,6729.64,0,-4.62,4.5,3,0,1,18,1
1200,5.59,786077.46,-1177160.5,27372.36,1154.08,7.58,3,1,1,18,0
1201,0.2,20351.56,-9015.34,0,10.87,6.58,3,0,1,12,1
1202,10.2,2497560.28,100893.87,6515.98,-160.68,4.92,3,1,1,17,0
1203,68.34,6950743.2,-175294.2,6950.16,211.39,20.67,3,0,1,16,1
1204,20.37,2071412.67,-1531122.27,49574.225,1846.39,2.75,3,0,1,21,0
1205,11.67,1186751.05,-13161.28,0,15.87,1.67,-1,0,-3,17,0
1206,2.47,251061.31,21382.08,0,-25.78,16.17,3,0,1,32,1
1207,360.41,143713929.8,-1903599.96,1980477.07,3172.67,7.42,3,1,1,21,1
1208,0.95,233699.14,-7642.7,36260.805,12.17,12.5,3,1,1,17,1
1209,2,489023.18,-57770.89,12437.515,92.01,4.75,-1,1,-3,17,1
1210,90.65,50208039.68,862643.98,0,862643.98,17.92,3,0,1,18,0
1211,0.58,53128.72,-1990.83,222409.2633,1.89,1.83,3,-2,1,-4,0
1212,0.96,135548.23,-582.96,730.15,0.57,2.67,3,1,1,16,0
1213,1.55,86877.16,-209074.97,0,104.54,4.17,3,0,1,36,1
1214,3.82,538011.44,-222540.92,22896.765,218.18,20.58,3,1,1,16,1
1215,4114.09,28058126.71,2362856.82,1035123.745,2362856.82,16.83,3,1,1,17,0
1216,15.33,3004924.24,26676.69,40602.325,-18.32,5.42,3,1,1,17,1
1217,5.06,712652.12,-44813.23,17348.695,43.93,6.42,3,0,1,21,1
1218,30.75,17034382.5,1122569.22,10457.675,1122569.22,2.92,3,0,1,18,0
1219,7.96,446336.64,-123.84,3157.335,0.06,1.83,3,0,1,21,0
1220,49665.86162,16523791.02,-64037.58,222409.2633,43.98,5.83,3,-2,1,-4,1
1221,2.67,375078.31,-851.16,1456.31,0.83,2.92,3,0,1,23,0
1222,94.47,18519105.93,414897.66,4508.905,-284.97,5.17,3,1,1,33,1
1223,2.3,1276238.54,6839.33,153755.53,6839.33,19.08,3,1,1,18,0
1224,18.06,3539823.19,-271212.56,13644.435,186.28,2.25,3,0,1,15,0
1225,13.83,3387765.95,190683.24,29704.86,-303.68,4.25,-1,1,-3,17,0
1226,49665.86162,16523791.02,-100257.9,222409.2633,120.9,3,3,-2,1,-4,0
1227,0.62,248698.02,65839.25,0,-109.73,2.42,3,0,1,9,0
1228,2.4,470851.48,-11.38,2591.56,0.01,6,3,0,1,21,1
1229,1.77,346359.75,-81008.82,1152.66,55.64,2.17,3,0,1,17,0
1230,1.13,627822.12,7267.66,4710.13,7267.66,2.25,-1,1,-3,17,0
1231,0.28,67537.62,-138264.39,-2040.465,220.2,5.83,-1,0,-3,13,1
1232,3.3,808916.05,-93145.8,32283.13,148.34,2.75,-1,0,-3,18,0
1233,7.41,754035.7,-12266.64,41773.655,14.79,7.42,3,0,1,21,1
1234,6.15,625570.39,-480248.95,7955.88,579.14,6.42,3,1,1,21,1
1235,4.44,2460844.39,73758.24,11695.245,73758.24,3.83,3,1,1,16,0
1236,43.35,6099510.18,174473.29,35317.885,-171.05,9.42,3,1,1,21,1
1237,145518737.9,145518737.9,-70741.34,185755.36,-70741.34,12.17,-1,1,-3,17,1
1238,13.17,7293287.56,-106157.12,-380373.945,-106157.12,3.83,3,0,1,21,1
1239,54.7,30296903.52,1182258.99,657308.4,1182258.99,7,3,1,1,17,1
1240,228.65,126645481.9,2273284.77,2122373.62,2273284.77,9.33,3,1,1,17,1
1241,117.21,64921521.81,6493951.72,1846128.555,6493951.72,4.08,3,1,1,17,1
1242,30.25,16756143.01,614874.99,186118.785,614874.99,5,3,1,1,18,1
1243,73.11,10287016.5,4283938.44,300074.33,-4199.94,5.83,3,1,1,17,1
1244,27.73,3901948.85,39574.74,40733.725,-38.8,13.42,3,1,1,21,1
1245,28.62,4027646.39,129033.67,49124.545,-126.5,13.42,3,1,1,16,1
1246,902.82,221125470.9,208760.16,376833.645,-332.47,10.5,3,1,1,18,0
1247,403.75,98889540.59,-372570.25,1052866.86,593.35,12.42,3,1,1,18,0
1248,22.47,4405710.68,-102319.3,5427.685,70.28,4.92,3,1,1,17,1
1249,5.59,313429.69,-7835.14,1380.98,3.92,4.17,3,1,1,21,1
1250,8.69,2129392.19,4910.76,2181.535,-7.82,4.08,3,0,1,15,1
1251,1.96,384888.32,-262448.74,5865.075,180.26,3.42,3,1,1,20,0
1252,16.44,6556065.54,-641196.36,0,1068.66,6.67,3,0,1,18,1
1253,7.55,1848415.82,-147819.73,4847.905,235.42,7.42,3,1,1,21,1
1254,0.3,42574.26,-193.01,222409.2633,0.19,0.83,3,-2,1,-4,0
1255,132.08,13433056.7,-973406.64,41017.455,1173.84,8.33,3,1,1,18,1
1256,7.08,2912830,18530.58,148.515,18530.58,1.42,3,1,1,10,0
1257,49665.86162,16523791.02,829048.9088,1126.45,10191.70409,4,3,1,1,12,1
1258,10.3,941270.65,-427088.52,7318.215,405.08,2.42,3,0,1,15,0
1259,5.3,2111798.32,50666.92,21934.865,-84.44,3.08,-1,0,-3,18,0
1260,35.29,8643326.09,65689.27,110264.985,-104.62,11.92,3,1,1,17,1
1261,0.09,21681.42,-454374.07,0,723.64,3.25,3,0,1,16,0
1262,3.94,965517.84,-482.16,6176.66,0.77,5,3,0,1,18,1
1263,0.25,60271.32,-27875.87,222409.2633,44.4,2.92,3,-2,1,-4,0
1264,1.2,235193.81,-254106.56,222409.2633,174.53,4.08,3,-2,1,-4,0
1265,0.73,142546.9,829048.9088,18.855,10191.70409,6.25,3,1,1,12,1
1266,35.56,3616981.07,-579.46,16179.615,0.7,5.83,3,0,1,12,1
1267,0.93,227236.6,-68134.47,5703,108.51,5.33,3,0,1,21,1
1268,7.27,1781602.82,-82229.12,34906.215,130.96,2.83,3,0,1,21,0
1269,0.01,1485.15,-10500,0,12.66,6.08,-1,0,-3,27,1
1270,0.02,5962.17,114.99,143.375,-0.18,12,-1,0,-3,21,0
1271,10.86,608910.88,211290.49,4009.04,-105.65,7.83,3,0,1,18,0
1272,14.33,5715225.65,31482.59,4868.71,-52.47,2.58,3,0,1,17,0
1273,4.85,493319.23,-17215.19,0,20.76,4.33,3,0,1,18,1
1274,18.56,4546734.5,-464171.54,35646.165,739.24,10.25,3,0,1,16,1
1275,5.41,2158028.07,-25388.36,62895.42,42.31,4.67,3,0,1,18,1
1276,8.4,1182374.32,-4209.66,8535.595,4.13,3.67,-1,0,-3,15,0
1277,45.27,4604523.89,-81514.63,51899.52,98.3,10.33,3,0,1,18,0
1278,0.8,111893.42,-87319.52,319.37,85.61,9.5,3,0,1,21,0
1279,0.17,32732.66,-4736.66,222409.2633,3.25,1.42,3,-2,1,-4,0
1280,28.49,6977191.14,-423972.4,115344.26,675.22,6.58,3,1,1,17,1
1281,49665.86162,16523791.02,829048.9088,0,10191.70409,16.58,3,0,1,33,1
1282,2.41,961370.9,-7348.58,244.8,12.25,1.33,-1,0,-3,12,0
1283,433.69,106221675.5,986596.63,801451.73,-1571.25,22.58,3,1,1,17,0
1284,0.75,184684.13,-78204.16,71.07,124.55,3.25,3,0,1,15,0
1285,5.19,1272010.47,14697.31,4150.855,-23.41,3.58,3,0,1,17,0
1286,9.92,556093.99,-562.82,0,0.28,6.17,3,0,1,21,1
1287,0.68,132370.35,8787.62,2512.51,-6.04,1.08,3,1,1,11,0
1288,893.58,175176920.9,26563269.68,1175925.93,-18244.51,13.42,3,1,1,18,0
1289,18.61,4558870.98,1836654.06,18989.46,-2925.05,4.58,3,0,1,18,1
1290,29.88,5857205.3,-716.85,125029.95,0.49,11.08,3,1,1,17,1
1291,8.78,1235849.05,8056.22,8692.17,-7.9,6.17,3,1,1,17,1
1292,6.06,2416882.54,20985.73,15589.185,-34.98,3.75,3,0,1,15,0
1293,8.52,1669797.08,-201011.82,4621.04,138.06,4.42,3,0,1,21,0
1294,6.65,636673.71,-15135.18,1182.185,15.14,1.67,-1,0,-3,12,0
1295,49665.86162,16523791.02,749966.74,0,-904.39,9.67,-1,0,-3,15,1
1296,0.3,58237.62,-52492.39,222409.2633,36.05,2.42,3,-2,1,-4,0
1297,29.05,7116095.62,627832.78,208687.345,-999.88,4.08,3,1,1,17,0
1298,3.49,355059.29,-56057.01,10981.22,67.6,5.42,-1,0,-3,21,1
1299,7.64,776699.04,-56029.86,14563.105,67.57,2.5,-1,0,-3,18,0
1300,50.91,4872960.11,-3191171.62,-367553.475,3191.17,16.33,3,0,1,18,0
1301,1347.74,264209719.3,128131.33,5509284.935,-88,19.17,3,1,1,21,0
1302,1.1,268316.86,2282.16,0,-3.63,2.92,3,0,1,20,0
1303,165.35,1306860.29,317992.24,0,-90.12,1.75,-1,0,-3,21,0
1304,3.02,1205597.38,20383.22,1762.015,-33.97,2,3,1,1,20,0
1305,0.26,63185.83,-8890.06,106.215,14.16,1.42,-1,0,-3,16,0
1306,4.72,1155845.15,-33061.01,0,52.65,2.75,-1,0,-3,16,0
1307,0.18,24905.65,-236138.38,109118.505,231.51,4.25,3,1,1,18,0
1308,3.48,490083.2,-16494.49,4044.77,16.17,5.42,-1,1,-3,21,1
1309,3.17,446238.3,-55156.36,4094.445,54.07,2.92,3,1,1,21,0
1310,0.12,29702.97,1363.32,222409.2633,-2.17,1.08,3,-2,1,-4,0
1311,908.49,178100028.8,1295245.7,328273.06,-889.62,5.58,3,1,1,17,1
1312,6.29,1539503.76,5919.72,0,-9.43,4.17,3,0,1,18,0
1313,11.84,2321144.34,14066.89,38320.68,-9.66,3.33,3,1,1,17,0
1314,2.14,853149.27,5591.98,0,-9.32,1.58,-1,0,-3,15,0
1315,4.56,436792.51,-1642.2,4731.47,1.64,2.75,3,0,1,15,0
1316,49665.86162,16523791.02,829048.9088,621.18,10191.70409,11.33,3,0,1,32,0
1317,0.86,209603.96,-14767.94,222409.2633,23.52,6,3,-2,1,-4,0
1318,934400,934400,-3636.8,51146.385,-3636.8,4.42,-1,1,-3,21,0
1319,1.79,712442.43,7935.57,1265.19,-13.23,2,3,0,1,18,0
1320,1.94,475296.72,-56.21,222409.2633,0.09,1.25,3,-2,1,-4,0
1321,1.16,461381.73,-2473.2,198775.49,4.12,4.25,3,0,1,16,0
1322,0.36,89144.18,-495.43,838.135,0.79,1.83,-1,0,-3,15,0
1323,1.44,352886.13,-10458.78,2627.025,16.66,8.58,3,1,1,14,1
1324,3.1,759900.98,11614.39,0,-18.5,6.42,-1,0,-3,20,1
1325,4.34,441113.33,-8551.82,222409.2633,10.31,1.92,3,-2,1,-4,0
1326,14.96,2104875.78,-53518.79,5760.59,52.47,5.42,3,1,1,21,1
1327,0.57,138781.41,-16994.57,222409.2633,27.07,2.67,3,-2,1,-4,0
1328,1.86,178039.61,-36458.21,3540.8,36.46,4.67,3,0,1,18,1
1329,0.86,344443.91,-160006.02,0,266.68,2.5,-1,0,-3,21,0
1330,2.03,285714.3,9142.17,0,-8.96,4.25,-1,0,-3,21,0
1331,1.4,274155.55,7483.72,427.055,-5.14,2.08,3,1,1,13,0
1332,1.56,218856.56,-817415.04,222409.2633,801.39,1.83,3,-2,1,-4,0
1333,176.11,34523858.96,-804758.15,47500.8,552.73,4.42,3,1,1,18,0
1334,1.53,610247.05,-340347.81,3668.825,567.25,3.33,-1,0,-3,15,0
1335,2.46,482428.23,-14589.05,2710.625,10.02,3.67,-1,0,-3,15,0
1336,0.29,71287.13,-31382.13,72302.715,49.98,2.25,-1,0,-3,21,0
1337,2.15,302094.15,9390.39,10834.745,-9.21,3.08,3,1,1,14,0
1338,49665.86162,16523791.02,-1033113.54,222409.2633,1721.86,2.83,3,-2,1,-4,0
1339,14.03,3437146.29,-79086.29,7735.41,125.95,6.75,3,1,1,17,1
1340,20.88,4093140.75,494847.45,71878.305,-339.88,5.42,3,0,1,18,1
1341,1048.74,256865321.6,2698773.98,3371577.04,-4298.06,13.25,3,1,1,21,1
1342,0.86,48000,-335845.66,0,167.92,6.58,3,0,1,21,1
1343,3227.04,790388181.3,418823376.6,2697812.275,-667017.11,20.92,3,1,1,21,0
1344,0.48,48671.29,-7444.69,626.25,8.98,2.25,3,0,1,15,0
1345,2.84,399206.13,-184536.87,222409.2633,180.92,4.42,3,-2,1,-4,1
1346,106.83,844364.52,269168.74,0,-76.29,1.83,-1,0,-3,10,0
1347,68.32,13393224.55,239905.82,116067.63,-164.78,3.75,3,1,1,17,1
1348,0.56,136071.3,1240.82,1892.765,-1.98,6.33,-1,0,-3,21,1
1349,37.08,20536058.27,-4519246.57,289013.88,-4519246.57,6.67,3,1,1,18,1
1350,91.53,50697501.12,25310563.62,1167967.57,25310563.62,18.58,3,1,1,17,1
1351,6.73,1320225.03,67501.71,14319.03,-46.36,5.67,-1,0,-3,21,1
1352,16.06,3933181.75,301102.31,72870.415,-479.53,5.17,3,1,1,17,1
1353,31.83,4478535.72,17225.97,33876.325,-16.89,7.17,3,1,1,17,1
1354,63.06,8872374.74,243952.27,60391.27,-239.17,7.17,3,1,1,17,1
1355,47.6,6698162.79,89229.58,22020.955,-87.48,5.92,3,1,1,17,0
1356,185.64,36393667.1,302049.41,65135.385,-207.46,2.25,3,1,1,17,0
1357,61.72,5638772.53,240497.33,211781.81,-228.11,19.5,3,1,1,17,1
1358,236.33,33253894.35,-1347843.2,778709.875,1321.41,6.67,3,1,1,18,0
1359,228.67,56007421.28,322326.56,542153.715,-513.34,18.67,3,1,1,69,0
1360,40.55,9932793.55,166076.34,221856.395,-264.49,4.25,3,1,1,21,1
1361,5.68,799264.03,-5575.59,7453.945,5.47,4.83,-1,0,-3,21,0
1362,0.13,74336.28,-201802.8,0,-201802.8,3.42,-1,0,-3,33,0
1363,3.41,834207.41,572400.75,785.715,-911.6,19.67,-1,0,-3,27,1
1364,49665.86162,16523791.02,-1413167.29,0,1704.15,2.08,3,0,1,18,0
1365,78.5,7983735.93,21066.16,50368.685,-25.4,2.5,3,0,1,15,0
1366,12.29,2409734.91,-89036.51,9812.4,61.15,7.25,3,1,1,20,1
1367,15.89,1616237.77,-84639.27,31325.195,102.07,4.08,3,0,1,21,0
1368,1,140154.29,-69473.66,2055.49,68.11,5.5,3,1,1,18,0
1369,10.35,580424.9,28574.86,0,-14.29,1.75,-1,0,-3,15,0
1370,0.77,188679.24,-134190.48,22911.07,213.71,11.75,3,0,1,32,1
